cabinet,cabinet_number,cabinet_name,uniqueID,cabinet_from,cabinet_to,cabinet_comment
Whitlam Ministry (ALP),,"Cameron, CR",Cameron1913,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Uren, T",Uren1921,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Jones, CK",Jones1917,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Jones, CK",Jones1917,1972-12-19,1973-11-30,
Whitlam Ministry (ALP),,"Beazley, KE",Beazley1917,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Stewart, FE",Stewart1923,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Cavanagh, Senator JL",Cavanagh1913,1972-12-19,1973-10-09,
Whitlam Ministry (ALP),,"Johnson, LR",Johnson1924,1973-10-09,1973-11-30,
Whitlam Ministry (ALP),,"Wriedt, Senator KS",Wriedt1927,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Bryant, GM",Bryant1914,1972-12-19,1973-10-09,
Whitlam Ministry (ALP),,"Cavanagh, Senator JL",Cavanagh1913,1973-10-09,1974-06-12,
Whitlam Ministry (ALP),,"Connor, RFX",Connor1907,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Grassby, AJ",Grassby1926,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Johnson, LR",Johnson1924,1972-12-19,1973-11-30,
Whitlam Ministry (ALP),,"Johnson, LR",Johnson1924,1973-11-30,1974-06-12,
Whitlam Ministry (ALP),,"Enderby, KE",Enderby1926,1972-12-19,1973-10-09,
Whitlam Ministry (ALP),,"Bryant, GM",Bryant1914,1973-10-09,1974-06-12,
Whitlam Ministry (ALP),,"Enderby, KE",Enderby1926,1972-12-19,1973-10-19,
Whitlam Ministry (ALP),,"Patterson, RA",Patterson1927,1973-10-19,1974-06-12,
Whitlam Ministry (ALP),,"Bowen, LF",Bowen1922,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Everingham, DN",Everingham1923,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Cass, MH",Cass1927,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Morrison, WL",Morrison1928,1972-12-19,1974-06-12,
Whitlam Ministry (ALP),,"Morrison, WL",Morrison1928,1972-12-19,1973-11-30,
Whitlam Ministry (ALP),,"Willesee, Senator DR",Willesee1916,1972-12-19,1973-11-06,
Whitlam Ministry (ALP),,"Morrison, WL",Morrison1928,1973-11-30,1974-06-12,
Whitlam Ministry (ALP),,"Stewart, FE",Stewart1923,1973-02-15,1974-06-12,
Whitlam Ministry* (ALP),,"Whitlam, EG",Whitlam1916,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Cairns, JF",Cairns1914,1974-06-12,1975-07-02,
Whitlam Ministry* (ALP),,"Cairns, JF",Cairns1914,1974-06-12,1974-12-11,
Whitlam Ministry* (ALP),,"Crean, F",Crean1916,1974-12-11,1975-11-11,
Whitlam Ministry* (ALP),,"Connor, RFX",Connor1907,1974-06-12,1975-10-14,
Whitlam Ministry* (ALP),,"Wriedt, Senator KS",Wriedt1927,1975-10-14,1975-11-11,
Whitlam Ministry* (ALP),,"Hayden, WG",Hayden1933,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"Wheeldon, Senator JM",Wheeldon1929,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Murphy, LK",Murphy1922,1974-06-12,1975-02-10,
Whitlam Ministry* (ALP),,"Enderby, KE",Enderby1926,1975-02-10,1975-03-27,
Whitlam Ministry* (ALP),,"Enderby, KE",Enderby1926,1975-02-10,1975-11-11,
Whitlam Ministry* (ALP),,"Enderby, KE",Enderby1926,1975-03-27,1975-06-06,
Whitlam Ministry* (ALP),,"Cavanagh, Senator JL",Cavanagh1913,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Willesee, Senator DR",Willesee1916,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Crean, F",Crean1916,1974-06-12,1974-12-11,
Whitlam Ministry* (ALP),,"Cairns, JF",Cairns1914,1974-12-11,1975-06-06,
Whitlam Ministry* (ALP),,"Hayden, WG",Hayden1933,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Daly, FM",Daly1912,1974-06-12,1975-10-07,
Whitlam Ministry* (ALP),,"Daly, FM",Daly1912,1975-10-07,1975-11-11,
Whitlam Ministry* (ALP),,"McClelland, Senator D",McClelland1926,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"Cass, MH",Cass1927,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Barnard, LH",Barnard1919,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"Morrison, WL",Morrison1928,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Wriedt, Senator KS",Wriedt1927,1974-06-12,1975-10-21,
Whitlam Ministry* (ALP),,"Patterson, RA",Patterson1927,1975-10-21,1975-11-11,
Whitlam Ministry* (ALP),,"Patterson, RA",Patterson1927,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Patterson, RA",Patterson1927,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"Patterson, RA",Patterson1927,1975-06-06,1975-10-21,
Whitlam Ministry* (ALP),,"Keating, PJ",Keating1944,1975-10-21,1975-11-11,
Whitlam Ministry* (ALP),,"Cameron, CR",Cameron1913,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"McClelland, Senator JR",McClelland1915,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Beazley, KE",Beazley1917,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Bowen, LF",Bowen1922,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"McClelland, Senator D",McClelland1926,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Wheeldon, Senator JM",Wheeldon1929,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Uren, T",Uren1921,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Bishop, Senator R",Bishop1913,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Johnson, LR",Johnson1924,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"Riordan, JM",Riordan1930,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Jones, CK",Jones1917,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Everingham, DN",Everingham1923,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Enderby, KE",Enderby1926,1974-06-12,1975-02-10,
Whitlam Ministry* (ALP),,"McClelland, Senator JR",McClelland1915,1975-02-10,1975-06-06,
Whitlam Ministry* (ALP),,"Bowen, LF",Bowen1922,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Bryant, GM",Bryant1914,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Cass, MH",Cass1927,1974-06-12,1975-04-21,
Whitlam Ministry* (ALP),,"Cass, MH",Cass1927,1975-04-21,1975-06-06,
Whitlam Ministry* (ALP),,"Cairns, JF",Cairns1914,1975-06-06,1975-07-02,
Whitlam Ministry* (ALP),,"Whitlam, EG",Whitlam1916,1975-07-02,1975-07-14,
Whitlam Ministry* (ALP),,"Berinson, JM",Berinson1932,1975-07-14,1975-11-11,
Whitlam Ministry* (ALP),,"Cavanagh, JL",Cavanagh1913,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"Johnson, LR",Johnson1924,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Morrison, WL",Morrison1928,1974-06-12,1975-06-06,
Whitlam Ministry* (ALP),,"Cameron, CR",Cameron1913,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Stewart, FE",Stewart1923,1974-06-12,1975-11-11,
Whitlam Ministry* (ALP),,"Stewart, FE",Stewart1923,1975-06-06,1975-11-11,
Whitlam Ministry* (ALP),,"Bishop, Senator R",Bishop1913,1975-06-06,1975-11-11,
Fraser Ministry (LIB-NCP Coalition),1,"Fraser, JM",Fraser1889,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Anthony, JD (NCP)",Anthony1929,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Lynch, PR",Lynch1933,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Sinclair, IMcC (NCP)",Sinclair1929,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Withers, Senator RG",Withers1924,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Greenwood, Senator IJ",Greenwood1926,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Cotton, Senator RC",Cotton1915,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Nixon, PJ (NCP)",Nixon1928,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Peacock, AS",Peacock1939,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Chipp, DL",Chipp1925,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Killen, DJ",Killen1925,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Drake-Brockman, Senator TC (NCP)",DrakeBrockman1919,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Carrick, Senator JL",Carrick1918,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Street, AA",Street1926,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),,"Guilfoyle, Senator MGC",Guilfoyle1926,1975-11-11,1975-12-22,
Fraser Ministry (LIB-NCP Coalition),2,"Fraser, the Rt Hon. John Malcolm",Fraser1930,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Anthony, the Rt Hon. John Douglas",Anthony1929,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Lynch, the Hon. Phillip Reginald",Lynch1933,1975-12-22,1977-11-19,
Fraser Ministry (LIB-NCP Coalition),,"Sinclair, the Hon. Ian McCahon",Sinclair1929,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Withers, Senator the Hon. Reginald Greive",Withers1924,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Greenwood, Senator the Hon. Ivor John, QC",Greenwood1926,1975-12-22,1976-07-08,
Fraser Ministry (LIB-NCP Coalition),,"Cotton, Senator the Hon. Robert Carrington",Cotton1915,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Street, the Hon. Anthony Austin",Street1926,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Nixon, the Hon. Peter James",Nixon1928,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Carrick, Senator the Hon. John Leslie",Carrick1918,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Peacock, the Hon. Andrew Sharp",Peacock1939,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Killen, the Hon. Denis James",Killen1925,1975-12-22,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),,"Guilfoyle, Senator the Hon. Margaret Georgina Constance",Guilfoyle1926,1976-07-08,1977-12-20,
Fraser Ministry (LIB-NCP Coalition),3,"Fraser, the Rt Hon. John Malcolm, CH",Fraser1930,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Anthony, the Rt Hon. John Douglas, CH",Anthony1929,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Lynch, the Rt Hon. Phillip Reginald",Lynch1933,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Sinclair, the Rt Hon. Ian McCahon",Sinclair1929,1977-12-20,1979-09-27,
Fraser Ministry (LIB-NCP Coalition),,"Sinclair, the Rt Hon. Ian McCahon",Sinclair1929,1980-08-19,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Withers, Senator the Rt Hon. Reginald Greive",Withers1924,1977-12-20,1978-08-07,
Fraser Ministry (LIB-NCP Coalition),,"Street, the Hon. Anthony Austin",Street1926,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Nixon, the Hon. Peter James",Nixon1928,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Howard, the Hon. John Winston",Howard1939,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Carrick, Senator the Hon. John Leslie",Carrick1918,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Peacock, the Hon. Andrew Sharp",Peacock1939,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Killen, the Hon. Denis James",Killen1925,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Guilfoyle, Senator the Hon. Margaret Georgina Constance (later Dame Margaret, DBE)",Guilfoyle1926,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Robinson, the Hon. Eric Laidlaw",Robinson1929,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Viner, the Hon. Robert Ian",Viner1933,1977-12-20,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Durack, Senator the Hon. Peter Drew, QC",Durack1926,1978-08-25,1980-11-03,
Fraser Ministry (LIB-NCP Coalition),,"Hunt, the Hon. Ralph James Dunnet",Hunt1928,1979-12-08,1980-11-03,
Fraser Ministry (LIB-NCP* Coalition),4,"Fraser, the Rt Hon. John Malcolm, CH",Fraser1930,1980-11-03,1983-03-11,* The National Country Party changed its name
Fraser Ministry (LIB-NCP* Coalition),,"Anthony, the Rt Hon. John Douglas, CH",Anthony1929,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Lynch, the Rt Hon. Sir Phillip Reginald, KCMG",Lynch1933,1980-11-03,1982-10-11,
Fraser Ministry (LIB-NCP* Coalition),,"Sinclair, the Rt Hon. Ian McCahon",Sinclair1929,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Carrick, Senator the Hon. John Leslie (later Sir John, KCMG)",Carrick1918,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Street, the Hon. Anthony Austin",Street1926,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Nixon, the Hon. Peter James",Nixon1928,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Howard, the Hon. John Winston",Howard1939,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Peacock, the Hon. Andrew Sharp",Peacock1939,1980-11-03,1981-04-16,
Fraser Ministry (LIB-NCP* Coalition),,"Peacock, the Hon. Andrew Sharp",Peacock1939,1982-10-11,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Killen, the Hon. Denis James (later Sir James, KCMG)",Killen1925,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Guilfoyle, Senator the Hon. Dame Margaret Georgina Constance, DBE",Guilfoyle1926,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Viner, the Hon. Robert Ian",Viner1933,1980-11-03,1982-05-07,
Fraser Ministry (LIB-NCP* Coalition),,"Durack, Senator the Hon. Peter Drew, QC",Durack1926,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Chaney, Senator the Hon. Frederick Michael",Chaney1941,1980-11-03,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Fife, the Hon. Wallace Clyde",Fife1929,1981-04-16,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Macphee, the Hon. Ian Malcolm",Macphee1938,1982-05-07,1983-03-11,
Fraser Ministry (LIB-NCP* Coalition),,"Baume, the Hon. Peter Erne",Baume1935,1982-05-07,1983-03-11,
Hawke Ministry (ALP),1,"Hawke, the Hon. Robert James Lee, AC",Hawke1929,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Bowen, the Hon. Lionel Frost",Bowen1922,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Button, Senator the Hon. John Norman",Button1932,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Grimes, Senator the Hon. Donald James",Grimes1937,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Willis, the Hon. Ralph",Willis1938,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Keating, the Hon. Paul John",Keating1944,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Young, the Hon. Michael Jerome",Young1936,1983-03-11,1983-07-14,
Hawke Ministry (ALP),,"Young, the Hon. Michael Jerome",Young1936,1984-01-21,1984-12-13,
Hawke Ministry (ALP),,"West, the Hon. Stewart John",West1934,1983-03-11,1983-11-04,
Hawke Ministry (ALP),,"West, the Hon. Stewart John",West1934,1984-04-03,1984-12-13,
Hawke Ministry (ALP),,"Walsh, Senator the Hon. Peter Alexander",Walsh1935,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Hayden, the Hon. William George",Hayden1933,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Ryan, Senator the Hon. Susan Maree",Ryan1942,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Evans, Senator the Hon. Gareth John, QC",Evans1944,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Scholes, the Hon. Gordon Glen Denton",Scholes1931,1983-03-11,1984-12-13,
Hawke Ministry (ALP),,"Dawkins, the Hon. John Sydney",Dawkins1947,1983-07-14,1984-12-13,
Hawke Ministry (ALP),,"Kerin, the Hon. John Charles",Kerin1937,1983-11-04,1984-12-13,
Hawke Ministry (ALP),2,"Hawke, the Hon. Robert James Lee, AC",Hawke1929,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Bowen, the Hon. Lionel Frost",Bowen1922,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Button, Senator the Hon. John Norman",Button1932,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Grimes, Senator the Hon. Donald James",Grimes1937,1984-12-13,1987-02-16,
Hawke Ministry (ALP),,"Willis, the Hon. Ralph",Willis1938,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Keating, the Hon. Paul John",Keating1944,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Young, the Hon. Michael Jerome",Young1936,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Walsh, Senator the Hon. Peter Alexander",Walsh1935,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Hayden, the Hon. William George",Hayden1933,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Ryan, Senator the Hon. Susan Maree",Ryan1942,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Evans, Senator the Hon. Gareth John, QC",Evans1944,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Dawkins, the Hon. John Sydney",Dawkins1947,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Kerin, the Hon. John Charles",Kerin1937,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"West, the Hon. Stewart John",West1934,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Beazley, the Hon. Kim Christian",Beazley1948,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Hurford, the Hon. Christopher John",Hurford1931,1984-12-13,1987-07-24,
Hawke Ministry (ALP),,"Howe, the Hon. Brian Leslie",Howe1936,1984-12-13,1987-07-24,
Hawke Ministry (ALP),3,"Hawke, the Hon. Robert James Lee, AC",Hawke1929,1987-07-24,1990-04-04,"On 24.7.1987, the third Hawke Ministry implemented a two-level ministerial structure, with distinctions drawn between senior and junior ministers. This arrangement has been continued by subsequent ministries."
Hawke Ministry (ALP),,"Bowen, the Hon. Lionel Frost",Bowen1922,1987-07-24,1990-04-04,* Temporary title prior
Hawke Ministry (ALP),,"Button, Senator the Hon. John Norman",Button1932,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Evans, Senator the Hon. Gareth John, QC",Evans1944,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Keating, the Hon. Paul John",Keating1944,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Young, the Hon. Michael Jerome",Young1936,1987-07-24,1988-02-12,
Hawke Ministry (ALP),,"Walsh, Senator the Hon. Peter Alexander",Walsh1935,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Hayden, the Hon. William George",Hayden1933,1987-07-24,1988-08-17,
Hawke Ministry (ALP),,"Willis, the Hon. Ralph",Willis1938,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Dawkins, the Hon. John Sydney",Dawkins1947,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Beazley, the Hon. Kim Christian",Beazley1948,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Kerin, the Hon. John Charles",Kerin1937,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Howe, the Hon. Brian Leslie",Howe1936,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"West, the Hon. Stewart John",West1934,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Brown, the Hon. John Joseph",Brown1931,1987-07-24,1987-12-18,
Hawke Ministry (ALP),,"Blewett, the Hon. Dr Neal",Blewett1933,1987-07-24,1990-04-04,
Hawke Ministry (ALP),,"Ryan, Senator the Hon. Susan Maree",Ryan1942,1987-07-24,1988-01-19,
Hawke Ministry (ALP),,"Duffy, the Hon. Michael John",Duffy1938,1988-01-19,1990-04-04,
Hawke Ministry (ALP),,"Richardson, Senator the Hon. Graham Frederick",Richardson1949,1988-01-19,1990-04-04,
Hawke Ministry (ALP),,"Holding, the Hon. Allan Clyde",Holding1931,1988-02-15,1988-09-02,
Hawke Ministry (ALP),,"Morris, the Hon. Peter Frederick",Morris1932,1988-09-02,1990-04-04,
Hawke Ministry (ALP),,"Ray, Senator the Hon. Robert Francis",Ray1947,1988-09-02,1990-04-04,
Hawke Ministry (ALP),4,"Hawke, the Hon. Robert James Lee, AC",Hawke1929,1990-04-04,1991-12-20,* These offices were Cabinet portfolios.
Hawke Ministry (ALP),,"Keating, the Hon. Paul John",Keating1944,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Button, Senator the Hon. John Norman",Button1932,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Evans, Senator the Hon. Gareth John, QC",Evans1944,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Blewett, the Hon. Dr Neal",Blewett1933,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Willis, the Hon. Ralph",Willis1938,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Duffy, the Hon. Michael John",Duffy1938,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Dawkins, the Hon. John Sydney",Dawkins1947,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Beazley, the Hon. Kim Christian",Beazley1948,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Kerin, the Hon. John Charles",Kerin1937,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Howe, the Hon. Brian Leslie",Howe1936,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Richardson, Senator the Hon. Graham Frederick",Richardson1949,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Ray, Senator the Hon. Robert Francis",Ray1947,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Hand, the Hon. Gerard Leslie",Hand1942,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Kelly, the Hon. Roslyn Joan",Kelly1948,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Cook, Senator the Hon. Peter Francis Salmon",Cook1943,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Bolkus, Senator the Hon. Nick",Bolkus1950,1990-04-04,1991-12-20,
Hawke Ministry (ALP),,"Crean, the Hon. Simon Findlay",Crean1949,1991-06-04,1991-12-20,
Keating Ministry (ALP),1,"Keating, the Hon. Paul John",Keating1944,1991-12-20,1993-03-24,* This office was a Cabinet porfolio until 27.12.1991.
Keating Ministry (ALP),,"Button, Senator the Hon. John Norman",Button1932,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Evans, Senator the Hon. Gareth John, QC",Evans1944,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Blewett, the Hon. Dr Neal",Blewett1933,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Willis, the Hon. Ralph",Willis1938,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Duffy, the Hon. Michael John",Duffy1938,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Dawkins, the Hon. John Sydney",Dawkins1947,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Beazley, the Hon. Kim Christian",Beazley1948,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Kerin, the Hon. John Charles",Kerin1937,1991-12-20,1991-12-27,
Keating Ministry (ALP),,"Howe, the Hon. Brian Leslie",Howe1936,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Richardson, Senator the Hon. Graham Frederick",Richardson1949,1991-12-20,1992-05-18,
Keating Ministry (ALP),,"Ray, Senator the Hon. Robert Francis",Ray1947,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Hand, the Hon. Gerard Leslie",Hand1942,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Kelly, the Hon. Roslyn Joan",Kelly1948,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Cook, Senator the Hon. Peter Francis Salmon",Cook1943,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Bolkus, Senator the Hon. Nick",Bolkus1950,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Crean, the Hon. Simon Findlay",Crean1949,1991-12-20,1993-03-24,
Keating Ministry (ALP),,"Griffiths, the Hon. Alan Gordon",Griffiths1952,1991-12-27,1993-03-24,
Keating Ministry (ALP),,"Collins, Senator the Hon. Robert Lindsay",Collins1946,1991-12-27,1993-03-24,
Keating Ministry (ALP),,"Humphreys, the Hon. Benjamin Charles",Humphreys1934,1991-12-27,1993-03-24,
Keating Ministry (ALP),2,"Keating, the Hon. Paul John",Keating1944,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Howe, the Hon. Brian Leslie",Howe1936,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Evans, Senator the Hon. Gareth John, QC",Evans1944,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Ray, Senator the Hon. Robert Francis",Ray1947,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Dawkins, the Hon. John Sydney",Dawkins1947,1993-03-24,1993-12-23,
Keating Ministry (ALP),,"Willis, the Hon. Ralph",Willis1938,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Beazley, the Hon. Kim Christian",Beazley1948,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Richardson, Senator the Hon. Graham Frederick",Richardson1949,1993-03-24,1994-03-25,
Keating Ministry (ALP),,"Kelly, the Hon. Roslyn Joan",Kelly1948,1993-03-24,1994-03-01,
Keating Ministry (ALP),,"Cook, Senator the Hon. Peter Francis Salmon",Cook1943,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Bolkus, Senator the Hon. Nick",Bolkus1950,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Crean, the Hon. Simon Findlay",Crean1949,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Griffiths, the Hon. Alan Gordon",Griffiths1952,1993-03-24,1994-01-23,
Keating Ministry (ALP),,"Collins, Senator the Hon. Robert Lindsay",Collins1946,1993-03-24,1996-03-11,
