ministry,ministry_number,ministry_party,ministry_title,uniqueID,ministry_name,ministry_from,ministry_to,ministry_assistant_minister_or_parliamentary_secretary,ministry_comment
Howard,56,LIB-NPA Coalition,Minister Assisting the Prime Minister for Reconciliation,Ruddock1943,"Ruddock, PM",2001-11-26,2003-10-07,1,
Howard,56,LIB-NPA Coalition,Minister Assisting the Prime Minister for Reconciliation,Vanstone1952,"Vanstone, Senator AE",2003-10-07,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Status of Women,Vanstone1952,"Vanstone, Senator AE",2001-11-26,2003-10-07,1,
Howard,56,LIB-NPA Coalition,Minister Assisting the Prime Minister for the Status of Women,Patterson1944,"Patterson, Senator KCL",2003-10-07,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Prime Minister,Kelly1964,"Kelly, JM",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to Cabinet,Heffernan1943,"Heffernan, Senator WD",2001-11-26,2002-03-19,1,
Howard,56,LIB-NPA Coalition,"Minister for Regional Services, Territories and Local Government",Tuckey1935,"Tuckey, CW",2002-01-25,2003-10-07,1,
Howard,56,LIB-NPA Coalition,"Minister for Local Government, Territories and Roads",Campbell1959,"Campbell, Senator IG",2003-10-07,2004-07-18,1,
Howard,56,LIB-NPA Coalition,"Minister for Local Government, Territories and Roads",Lloyd1954,"Lloyd, JE",2004-07-18,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Transport and Regional Services,Boswell1940,"Boswell, Senator RLD (NPA)",2001-11-26,2003-10-07,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Transport and Regional Services,Kelly1954,"Kelly, DM (NPA)",2003-10-07,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Revenue and Assistant Treasurer,Coonan1947,"Coonan, Senator HL",2001-11-26,2004-07-18,1,
Howard,56,LIB-NPA Coalition,Minister for Revenue and Assistant Treasurer,Brough1961,"Brough, MT",2004-07-18,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Treasurer,Campbell1959,"Campbell, Senator IG",2001-11-26,2003-10-07,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Treasurer,Cameron1965,"Cameron, RA",2003-10-07,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary (Trade),Kelly1954,"Kelly, DM (NPA)",2003-10-07,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary (Foreign Affairs),Gallus1943,"Gallus, CA",2001-11-26,2003-10-07,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary (Foreign Affairs),Billson1966,"Billson, BF",2003-10-07,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Veterans' Affairs,Vale1944,"Vale, DS",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister Assisting the Minister for Defence,Vale1944,"Vale, DS",2001-11-26,2003-10-07,1,
Howard,56,LIB-NPA Coalition,Minister Assisting the Minister for Defence,Brough1961,"Brough, MT",2003-10-07,2004-07-18,1,
Howard,56,LIB-NPA Coalition,Minister Assisting the Minister for Defence,Bailey1946,"Bailey, FE",2004-07-18,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Defence,Bailey1946,"Bailey, FE",2001-11-26,2004-07-18,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Defence,Gambaro1958,"Gambaro, T",2004-07-18,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for the Arts and Sport,Kemp1944,"Kemp, Senator CR",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Employment Services,Brough1961,"Brough, MT",2001-11-26,2004-07-18,1,
Howard,56,LIB-NPA Coalition,Minister for Employment Services,Bailey1946,"Bailey, FE",2004-07-18,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Citizenship and Multicultural Affairs,Hardgrave1960,"Hardgrave, GD",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for the Environment and Heritage,Stone1951,"Stone, SN",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Justice and Customs,Ellison1954,"Ellison, Senator CM",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Special Minister of State,Abetz1958,"Abetz, Senator",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Finance and Administration,Slipper1950,"Slipper, PN",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Forestry and Conservation,Macdonald1945,"Macdonald, Senator ID",2001-11-26,2002-11-14,1,
Howard,56,LIB-NPA Coalition,"Minister for Fisheries, Forestry and Conservation",Macdonald1945,"Macdonald, Senator ID",2002-11-14,2004-10-26,1,
Howard,56,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Agriculture, Fisheries and Forestry",Troeth1940,"Troeth, Senator JM",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Children and Youth Affairs,Anthony1961,"Anthony, LJ (NPA)",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Family and Community Services,Cameron1965,"Cameron, RA",2001-11-26,2003-10-07,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Family and Community Services,Pyne1967,"Pyne, CM",2003-10-07,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Science,McGauran1955,"McGauran, PJ (NPA)",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Ageing,Andrews1955,"Andrews, KJ",2001-11-26,2003-10-07,1,
Howard,56,LIB-NPA Coalition,Minister for Ageing,Bishop1956,"Bishop, JI",2003-10-07,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Parliamentary Secretary to the Minister for Health and Ageing,Worth1946,"Worth, PM",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,Minister for Small Business and Tourism,Hockey1965,"Hockey, JB",2001-11-26,2004-10-26,1,
Howard,56,LIB-NPA Coalition,"Parliamentary Secretary to the Minister for Industry, Tourism and Resources",Entsch1950,"Entsch, WG",2001-11-26,2004-10-26,1,
Howard,57,LIB-NP Coalition,Prime Minister,Howard1939,"Howard, JW",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,Deputy Prime Minister,Anderson1956,"Anderson, JD (NP)",2004-10-26,2005-07-06,,
Howard,57,LIB-NP Coalition,Deputy Prime Minister,Vaile1956,"Vaile, MAJ (NP)",2005-07-06,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Transport and Regional Services,Anderson1956,"Anderson, JD (NP)",2004-10-26,2005-07-06,,
Howard,57,LIB-NP Coalition,Minister for Transport and Regional Services,Truss1948,"Truss, WE (NP)",2005-07-06,2006-09-29,,
Howard,57,LIB-NP Coalition,Minister for Transport and Regional Services,Vaile1956,"Vaile, MAJ (NP)",2006-09-29,2007-12-03,,
Howard,57,LIB-NP Coalition,Treasurer,Costello1957,"Costello, PH",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Trade,Vaile1956,"Vaile, MAJ (NP)",2004-10-26,2006-09-29,,
Howard,57,LIB-NP Coalition,Minister for Trade,Truss1948,"Truss, WE (NP)",2006-09-29,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Foreign Affairs,Downer1951,"Downer, AJG",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Defence,Hill1946,"Hill, Senator RM",2004-10-26,2006-01-20,,
Howard,57,LIB-NP Coalition,Minister for Defence,Nelson1958,"Nelson, BJ",2006-01-27,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Finance and Administration,Minchin1953,"Minchin, Senator NH",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,Vice-President of Executive Council,Minchin1953,"Minchin, Senator NH",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Health and Ageing,Abbott1957,"Abbott, AJ",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,Attorney-General,Ruddock1943,"Ruddock, PM",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for the Environment and Heritage,Campbell1959,"Campbell, Senator IG",2004-10-26,2007-01-30,,
Howard,57,LIB-NP Coalition,Minister for the Environment and Water Resources,Turnbull1954,"Turnbull, MB",2007-01-30,2007-12-03,,
Howard,57,LIB-NP Coalition,"Minister for Communications, Information Technology and the Arts",Coonan1947,"Coonan, Senator HL",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,"Minister for Agriculture, Fisheries and Forestry",Truss1948,"Truss, WE (NP)",2004-10-26,2005-07-06,,
Howard,57,LIB-NP Coalition,"Minister for Agriculture, Fisheries and Forestry",McGauran1955,"McGauran, PJ (NP)",2005-07-06,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Immigration and Multicultural and Indigenous Affairs,Vanstone1952,"Vanstone, Senator AE",2004-10-26,2006-01-27,,
Howard,57,LIB-NP Coalition,Minister for Immigration and Multicultural Affairs,Vanstone1952,"Vanstone, Senator AE",2006-01-27,2007-01-30,,
Howard,57,LIB-NP Coalition,Minister for Immigration and Citizenship,Andrews1955,"Andrews, KJ",2007-01-30,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Citizenship and Multicultural Affairs,McGauran1955,"McGauran, PJ (NP)",2004-10-26,2005-07-06,,
Howard,57,LIB-NP Coalition,Minister for Citizenship and Multicultural Affairs,Cobb1950,"Cobb, JK (NP)",2005-07-06,2006-01-27,,
Howard,57,LIB-NP Coalition,"Minister for Education, Science and Training",Nelson1958,"Nelson, BJ",2004-10-26,2006-01-27,,
Howard,57,LIB-NP Coalition,"Minister for Education, Science and Training",Bishop1956,"Bishop, JI",2006-01-27,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Family and Community Services,Patterson1944,"Patterson, Senator KCL",2004-10-26,2006-01-27,,
Howard,57,LIB-NP Coalition,Minister for Families and Community Services and Indigenous Affairs,Brough1961,"Brough, MT",2006-01-27,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Community Services,Cobb1950,"Cobb, JK (NP)",2006-01-27,2007-01-30,,
Howard,57,LIB-NP Coalition,Minister for Community Services,Scullion1956,"Scullion, Senator NG (CLP)",2007-01-30,2007-12-03,,
Howard,57,LIB-NP Coalition,"Minister for Industry, Tourism and Resources",Macfarlane1955,"Macfarlane, IE",2004-10-26,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister for Employment and Workplace Relations,Andrews1955,"Andrews, KJ",2004-10-26,2007-01-30,,
Howard,57,LIB-NP Coalition,Minister for Employment and Workplace Relations,Hockey1965,"Hockey, JB",2007-01-30,2007-12-03,,
Howard,57,LIB-NP Coalition,Minister Assisting the Prime Minister,Hardgrave1960,"Hardgrave, GD",2004-10-26,2007-01-30,1,
Howard,57,LIB-NP Coalition,Minister Assisting the Prime Minister for the Public Service,Andrews1955,"Andrews, KJ",2004-10-26,2007-01-30,1,
Howard,57,LIB-NP Coalition,Minister Assisting the Prime Minister for the Public Service,Hockey1965,"Hockey, JB",2007-01-30,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister Assisting the Prime Minister for Indigenous Affairs,Vanstone1952,"Vanstone, Senator AE",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Minister Assisting the Prime Minister for Women's Issues,Patterson1944,"Patterson, Senator KCL",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Minister Assisting the Prime Minister for Women's Issues,Bishop1956,"Bishop, JI",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Prime Minister,Nairn1951,"Nairn, GR",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Prime Minister,Turnbull1954,"Turnbull, MB",2006-01-27,2007-01-30,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Prime Minister,Smith1967,"Smith, ADH",2007-01-30,2007-12-03,1,
Howard,57,LIB-NP Coalition,"Minister for Local Government, Territories and Roads",Lloyd1954,"Lloyd, JE",2004-10-26,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Transport and Regional Services,Cobb1950,"Cobb, JK (NP)",2004-10-26,2005-07-06,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Transport and Regional Services,Kelly1954,"Kelly, DM (NP)",2006-09-29,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister for Revenue and Assistant Treasurer,Brough1961,"Brough, MT",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Minister for Revenue and Assistant Treasurer,Dutton1970,"Dutton, PC",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Treasurer,Pearce1963,"Pearce, CJ",2004-10-26,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Foreign Affairs and Trade,Billson1966,"Billson, BF",2004-10-26,2005-07-06,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Trade,Macdonald1954,"Macdonald, Senator JAL (NP)",2005-07-06,2006-01-27,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Trade,Kelly1954,"Kelly, DM (NP)",2006-01-27,2006-09-29,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Foreign Affairs,Billson1966,"Billson, BF",2005-07-06,2007-01-30,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Foreign Affairs,Gambaro1958,"Gambaro, T",2006-01-27,2007-01-30,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Foreign Affairs,Hunt1965,"Hunt, GA",2007-01-30,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister for Veterans' Affairs,Kelly1954,"Kelly, DM (NP)",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Minister for Veterans' Affairs,Billson1966,"Billson, BF",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister Assisting the Minister for Defence,Kelly1954,"Kelly, DM (NP)",2004-11-16,2006-01-27,1,
Howard,57,LIB-NP Coalition,Minister Assisting the Minister for Defence,Billson1966,"Billson, BF",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Defence,Gambaro1958,"Gambaro, T",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Defence,Macdonald1954,"Macdonald, Senator JAL (NP)",2006-01-27,2007-01-30,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Defence,Lindsay1944,"Lindsay, PJ",2007-01-30,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister for Human Services,Hockey1965,"Hockey, JB",2004-10-26,2007-01-30,1,
Howard,57,LIB-NP Coalition,Minister for Human Services,Campbell1959,"Campbell, Senator IG",2007-01-30,2007-03-09,1,
Howard,57,LIB-NP Coalition,Minister for Human Services,Ellison1954,"Ellison, Senator CM",2007-03-09,2007-12-03,1,
Howard,57,LIB-NP Coalition,Special Minister of State,Abetz1958,"Abetz, Senator E",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Special Minister of State,Nairn1951,"Nairn, GR",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Finance and Administration,Stone1951,"Stone, SN",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Finance and Administration,Colbeck1958,"Colbeck, Senator RM",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister for Ageing,Bishop1956,"Bishop, JI",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Minister for Ageing,Santoro1956,"Santoro, Senator S",2006-01-27,2007-03-21,1,
Howard,57,LIB-NP Coalition,Minister for Ageing,Pyne1967,"Pyne, CM",2007-03-21,2007-12-03,1,
Howard,57,LIB-NP Coalition,Assistant Minister for Health and Ageing,Pyne1967,"Pyne, CM",2007-01-30,2007-03-21,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Health and Ageing,Pyne1967,"Pyne, CM",2004-10-26,2007-01-30,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Health and Ageing,Mason1962,"Mason, Senator BJ",2007-03-21,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister for Justice and Customs,Ellison1954,"Ellison, Senator CM",2004-10-26,2007-03-09,1,
Howard,57,LIB-NP Coalition,Minister for Justice and Customs,Johnston1956,"Johnston, Senator DA",2007-03-09,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for the Environment and Heritage,Hunt1965,"Hunt, GA",2004-10-26,2007-01-30,1,
Howard,57,LIB-NP Coalition,Assistant Minister for the Environment and Water Resources,Cobb1950,"Cobb, JK (NP)",2007-01-30,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister for the Arts and Sport,Kemp1944,"Kemp, Senator CR",2004-10-26,2007-01-30,1,
Howard,57,LIB-NP Coalition,Minister for the Arts and Sport,Brandis1957,"Brandis, Senator GH",2007-01-30,2007-12-03,1,
Howard,57,LIB-NP Coalition,"Minister for Fisheries, Forestry and Conservation",Macdonald1945,"Macdonald, Senator ID",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,"Minister for Fisheries, Forestry and Conservation",Abetz1958,"Abetz, Senator E",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,"Parliamentary Secretary to the Minister for Agriculture, Fisheries and Forestry",Colbeck1958,"Colbeck, Senator RM",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,"Parliamentary Secretary to the Minister for Agriculture, Fisheries and Forestry",Ley1961,"Ley, SP",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Assistant Minister for Immigration and Citizenship,Gambaro1958,"Gambaro, T",2007-03-21,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Immigration and Multicultural and Indigenous Affairs,Billson1966,"Billson, BF",2005-07-06,2006-01-27,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Immigration and Multicultural Affairs,Robb1951,"Robb, AJ",2006-01-27,2007-01-30,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Immigration and Citizenship,Gambaro1958,"Gambaro, T",2007-01-30,2007-03-21,1,
Howard,57,LIB-NP Coalition,Minister for Vocational and Technical Education,Hardgrave1960,"Hardgrave, GD",2004-10-26,2007-01-30,1,
Howard,57,LIB-NP Coalition,Minister for Vocational and Further Education,Robb1951,"Robb, AJ",2007-01-30,2007-12-03,1,
Howard,57,LIB-NP Coalition,"Parliamentary Secretary to the Minister for Education, Science and Training",Farmer1962,"Farmer, PF",2004-10-26,2007-12-03,1,
Howard,57,LIB-NP Coalition,Parliamentary Secretary to the Minister for Family and Community Services (Children and Youth Affairs),Ley1961,"Ley, SP",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Minister for Small Business and Tourism,Bailey1946,"Bailey, FE",2004-10-26,2007-12-03,1,
Howard,57,LIB-NP Coalition,"Parliamentary Secretary to the Minister for Industry, Tourism and Resources",Entsch1950,"Entsch, WG",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,"Parliamentary Secretary to the Minister for Industry, Tourism and Resources",Baldwin1955,"Baldwin, RC",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister for Workforce Participation,Dutton1970,"Dutton, PC",2004-10-26,2006-01-27,1,
Howard,57,LIB-NP Coalition,Minister for Workforce Participation,Stone1951,"Stone, SN",2006-01-27,2007-12-03,1,
Howard,57,LIB-NP Coalition,Minister Assisting the Minister for Workplace Relations,Hockey1965,"Hockey, JB",2006-08-10,2007-01-30,1,
Rudd,58,ALP,Prime Minister,Rudd1957,"Rudd, KM",2007-12-03,2010-06-24,,
Rudd,58,ALP,Cabinet Secretary,Faulkner1954,"Faulkner, Senator JP",2007-12-03,2009-06-09,,
Rudd,58,ALP,Cabinet Secretary,Ludwig1959,"Ludwig, Senator JW",2009-06-09,2010-06-24,,
Rudd,58,ALP,Minister for Climate Change and Water,Wong1968,"Wong, Senator PYY",2007-12-03,2010-03-08,,
Rudd,58,ALP,Deputy Prime Minister,Gillard1961,"Gillard, JE",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Education,Gillard1961,"Gillard, JE",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Employment and Workplace Relations,Gillard1961,"Gillard, JE",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Social Inclusion,Gillard1961,"Gillard, JE",2007-12-03,2010-06-24,,
Rudd,58,ALP,Treasurer,Swan1954,"Swan, WM",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Immigration and Citizenship,Evans1958,"Evans, Senator CV",2007-12-03,2010-06-24,,
Rudd,58,ALP,Special Minister of State,Faulkner1954,"Faulkner, Senator JP",2007-12-03,2009-06-09,,
Rudd,58,ALP,Special Minister of State,Ludwig1959,"Ludwig, Senator JW",2009-06-09,2010-06-24,,
Rudd,58,ALP,Minister for Finance and Deregulation,Tanner1956,"Tanner, LJ",2007-12-03,2010-06-24,,
Rudd,58,ALP,Vice-President of Executive Council,Faulkner1954,"Faulkner, Senator JP",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Trade,Crean1949,"Crean, SF",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Foreign Affairs,Smith1955,"Smith, SF",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Defence,Fitzgibbon1962,"Fitzgibbon, JA",2007-12-03,2009-06-09,,
Rudd,58,ALP,Minister for Defence,Faulkner1954,"Faulkner, Senator JP",2009-06-09,2010-06-24,,
Rudd,58,ALP,Minister for Health and Ageing,Roxon1967,"Roxon, NL",2007-12-03,2010-06-24,,
Rudd,58,ALP,"Minister for Families, Housing, Community Services and Indigenous Affairs",Macklin1953,"Macklin, JL",2007-12-03,2010-06-24,,
Rudd,58,ALP,"Minister for Infrastructure, Transport, Regional Development and Local Government",Albanese1963,"Albanese, AN",2007-12-03,2010-06-24,,
Rudd,58,ALP,"Minister for Broadband, Communications and the Digital Economy",Conroy1963,"Conroy, Senator SM",2007-12-03,2010-06-24,,
Rudd,58,ALP,"Minister for Innovation, Industry, Science and Research",Carr1955,"Carr, Senator KJ",2007-12-03,2010-06-24,,
Rudd,58,ALP,"Minister for Climate Change, Energy Efficiency and Water",Wong1968,"Wong, Senator PYY",2010-03-08,2010-06-24,,
Rudd,58,ALP,"Minister for Environment, Heritage and the Arts",Garrett1953,"Garrett, PR",2007-12-03,2010-03-08,,
Rudd,58,ALP,"Minister for Environment Protection, Heritage and the Arts",Garrett1953,"Garrett, PR",2010-03-08,2010-06-24,,
Rudd,58,ALP,Attorney-General,McClelland1958,"McClelland, RB",2007-12-03,2010-06-24,,
Rudd,58,ALP,"Minister for Agriculture, Fisheries and Forestry",Burke1969,"Burke, AS",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Resources and Energy,Ferguson1953,"Ferguson, MJ",2007-12-03,2010-06-24,,
Rudd,58,ALP,Minister for Tourism,Ferguson1953,"Ferguson, MJ",2007-12-03,2010-06-24,,
Rudd,58,ALP,Parliamentary Secretary to the Prime Minister,Byrne1962,"Byrne, AM",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Early Childhood Education and Childcare,McKew1953,"McKew, MM",2007-12-03,2009-06-09,1,
Rudd,58,ALP,Parliamentary Secretary for Climate Change,Combet1958,"Combet, GI",2009-02-25,2009-06-09,1,
Rudd,58,ALP,Minister Assisting the Minister for Climate Change,Combet1958,"Combet, GI",2009-06-09,2010-03-08,1,
Rudd,58,ALP,Parliamentary Secretary for Government Service Delivery,Arbib1971,"Arbib, Senator MV",2009-02-25,2009-06-09,1,
Rudd,58,ALP,Minister Assisting the Prime Minister for Government Service Delivery,Arbib1971,"Arbib, Senator MV",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Minister for Youth,Ellis1977,"Ellis, KM",2007-12-03,2009-06-09,1,
Rudd,58,ALP,"Minister for Early Childhood Education, Childcare and Youth",Ellis1977,"Ellis, KM",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Minister for Employment Participation,OConnor1962,"O'Connor, BPJ",2007-12-03,2009-06-09,1,
Rudd,58,ALP,Minister for Employment Participation,Arbib1971,"Arbib, Senator MV",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Social Inclusion,Stephens1954,"Stephens, Senator UM",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary Assisting the Prime Minister for Social Inclusion,Stephens1954,"Stephens, Senator UM",2007-12-03,2009-02-25,1,
Rudd,58,ALP,Parliamentary Secretary for Employment,Clare1972,"Clare, JD",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Assistant Treasurer,Bowen1973,"Bowen, CE",2007-12-03,2009-06-09,1,
Rudd,58,ALP,Assistant Treasurer,Sherry1955,"Sherry, Senator NJ",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Minister for Competition Policy and Consumer Affairs,Bowen1973,"Bowen, CE",2007-12-03,2009-06-09,1,
Rudd,58,ALP,Minister for Competition Policy and Consumer Affairs,Emerson1954,"Emerson, CA",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Minister for Superannuation and Corporate Law,Sherry1955,"Sherry, Senator NJ",2007-12-03,2009-06-09,1,
Rudd,58,ALP,"Minister for Financial Services, Superannuation and Corporate Law",Bowen1973,"Bowen, CE",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Minister for Population,Burke1969,"Burke, AS",2010-04-14,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Multicultural Affairs and Settlement Services,Ferguson1952,"Ferguson, LDT",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Minister Assisting the Finance Minister on Deregulation,Emerson1954,"Emerson, CA",2009-06-09,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary to the Minister for Trade,Murphy1950,"Murphy, JP",2007-12-03,2009-02-25,1,
Rudd,58,ALP,Parliamentary Secretary for Trade,Byrne1962,"Byrne, AM",2009-02-25,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Pacific Island Affairs,Kerr1952,"Kerr, DJC",2007-12-03,2009-12-14,1,
Rudd,58,ALP,Parliamentary Secretary for International Development Assistance,McMullan1947,"McMullan, RF",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Minister for Veterans' Affairs,Griffin1960,"Griffin, AP",2007-12-03,2010-06-24,1,
Rudd,58,ALP,Minister for Defence Science and Personnel,Snowdon1950,"Snowdon, WE",2007-12-03,2009-06-09,1,
Rudd,58,ALP,"Minister for Defence Personnel, Materiel and Science",Combet1958,"Combet, GI",2009-06-09,2010-04-01,1,
Rudd,58,ALP,Minister for Defence Materiel and Science,Combet1958,"Combet, GI",2010-04-01,2010-06-24,1,
Rudd,58,ALP,Minister for Defence Personnel,Griffin1960,"Griffin, AP",2010-04-01,2010-06-24,1,
Rudd,58,ALP,Parliamentary Secretary for Defence Procurement,Combet1958,"Combet, GI",2007-12-03,2009-02-25,1,
Rudd,58,ALP,Parliamentary Secretary to the Minister for Defence,Kelly1960,"Kelly, MJ",2007-12-03,2008-02-06,1,
Rudd,58,ALP,Parliamentary Secretary for Defence Support,Kelly1960,"Kelly, MJ",2008-02-06,2010-06-24,1,
